sample	ngml_av	se_mean	flag
v1205.6+C-IPC	471.377427489618	7.31135403574535	
165.2+PBS-Tx0x-1	35.4104878320423	0.606276776590622	
165.2+PBS-Tx0x-2	28.2333117242619	0.532413177151659	
165.2+PBS-Tx0x-3	27.9914561312979	1.60308157827611	
165.2+PBS-Tx0x-4	32.4356497681893	1.78487338010833	
165.2+PBS-Tx1x-1	20	0	LLQ
165.2+PBS-Tx1x-2	22.4699939414017	0.756735243127594	
165.2+PBS-Tx1x-3	22.6344570005163	0.426775479556468	
165.2+PBS-Tx1x-4	40.8075775996474	20.8075775996474	
165.2+PBS-Tx2x-1	20	0	LLQ
165.2+PBS-Tx2x-2	20	0	LLQ
165.2+PBS-Tx2x-3	20	0	LLQ
165.2+PBS-Tx2x-4	20	0	LLQ
165.2+PBS-Tx3x-1	20	0	LLQ
165.2+PBS-Tx3x-2	20	0	LLQ
165.2+PBS-Tx3x-3	20	0	LLQ
165.2+PBS-Tx3x-4	20	0	LLQ
165.2+BSA1mg/mL-Tx0x-1	80.9159308014192	8.20968652093258	
165.2+BSA1mg/mL-Tx0x-2	88.0681377296859	1.65632812828819	
165.2+BSA1mg/mL-Tx0x-3	85.669460762132	4.08572385792047	
165.2+BSA1mg/mL-Tx0x-4	78.7249781228288	2.43202877626108	
165.2+BSA1mg/mL-Tx1x-1	55.4037333071031	1.41166163609421	
165.2+BSA1mg/mL-Tx1x-2	51.9681793581316	3.3823900172432	
165.2+BSA1mg/mL-Tx1x-3	49.6065687081263	3.63358692363704	
165.2+BSA1mg/mL-Tx1x-4	43.5192399993225	1.5950844974096	
165.2+BSA1mg/mL-Tx2x-1	38.548674299403	1.91725545261676	
165.2+BSA1mg/mL-Tx2x-2	43.6842421453222	4.94543426317864	
165.2+BSA1mg/mL-Tx2x-3	41.9678806816743	0.607288037343444	
165.2+BSA1mg/mL-Tx2x-4	39.6824871459829	2.97954339560038	
165.2+BSA1mg/mL-Tx3x-1	32.1547859957811	2.25072392818961	
165.2+BSA1mg/mL-Tx3x-2	26.3048868998226	0.278647588728337	
165.2+BSA1mg/mL-Tx3x-3	26.1935599181276	0.389974570423268	
165.2+BSA1mg/mL-Tx3x-4	25.7426046221248	1.02225181939236	
v1224.6-nochaps	70.1642422828161	3.11658670024859	
v1224.6+chaps	163.159554748528	16.8395864634198	
